"","Label","Area","Circ.","Feret","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity"
"212","Fragments",0.003,0.528,0.097,2631,3889,42.797,0.047,2.249,0.445,0.891
"35","Fragments",7.031e-07,0.513,0.002,2705,3794,21.801,0.0007115,4.051,0.247,0.667
"43","Particles",0.002,0.662,0.071,3649,989,49.268,0.027,2.767,0.361,0.966
"125","Particles",0.0006986,0.909,0.031,1956,2237,69.605,0.029,1.054,0.949,0.981
"126","Particles",0.00025,0.918,0.02,2349,1574,102.171,0.017,1.15,0.869,0.973
"127","Particles",0.001,0.828,0.042,3183,1530,131.76,0.036,1.149,0.871,0.975
"213","Particles",0.001,0.853,0.051,1798,1887,81.573,0.036,1.432,0.698,0.983
"36","Particles",6.173e-05,0.836,0.01,1535,3296,160.907,0.008,1.24,0.806,0.936
"128","Particles",0.002,0.717,0.054,2606,2072,37.979,0.046,1.187,0.843,0.97
"214","Particles",8.438e-07,1,0.002,2721,2056,45,0.001,1.809,0.553,0.8
"129","Particles",8.339e-05,0.885,0.012,2284,250,147.265,0.009,1.395,0.717,0.95
"215","Particles",0.0009204,0.863,0.039,1844,1878,58.285,0.031,1.246,0.803,0.979
"37","Particles",0.0004818,0.812,0.03,2191,3019,77.55,0.022,1.28,0.781,0.948
"130","Particles",8e-04,0.894,0.035,2051,1590,19.983,0.03,1.175,0.851,0.981
"132","Fragments",0.002,0.451,0.094,1470,1959,99.915,0.027,3.609,0.277,0.941
"216","Fragments",0.0001716,0.464,0.02,1374,2138,106.699,0.012,1.647,0.607,0.895
"38","Fragments",0.001,0.532,0.046,2818,2273,167.675,0.038,1.201,0.833,0.947
"44","Particles",0.0005978,0.83,0.033,1341,1880,144.689,0.025,1.317,0.759,0.971
"52","Particles",0.0009889,0.621,0.052,1466,1961,120.466,0.025,1.955,0.511,0.952
"61","Particles",0.001,0.628,0.048,1477,2081,106.189,0.027,1.744,0.573,0.956
"71","Particles",1.828e-06,0.719,0.003,2877,2232,164.055,0.00075,3.34,0.299,0.963
"81","Particles",2.672e-06,0.656,0.003,2934,2291,110.556,0.001,3.182,0.314,0.884
"91","Particles",4.219e-07,0.643,0.001,2933,2307,56.31,0.0006708,2.702,0.37,0.667
"101","Particles",4.219e-07,1,0.001,2856,2327,135,0.00075,1.464,0.683,0.857
